name,time,marks,prerequisites
305,5,24,
306,8,37,
307,7,11,
308,7,31,
309,8,20,
310,10,18,
311,1,44,
312,10,35,
313,1,46,
314,7,15,
315,8,18,
316,1,21,
317,7,26,
318,4,30,
319,6,39,
320,7,31,
321,7,27,
322,2,26,
323,1,40,
324,1,44,
325,4,32,
326,1,14,
327,4,11,
328,1,22,
329,3,49,
330,3,25,
331,2,40,
332,4,46,
333,5,39,
334,3,33,
335,10,48,
336,3,17,
337,2,29,
338,1,47,
339,10,29,
340,7,34,
341,2,22,
342,4,47,
343,5,16,
344,2,48,
345,1,46,
346,9,32,
347,6,37,
348,9,14,
349,1,31,
350,8,36,
351,7,16,
352,8,33,
353,7,19,
354,9,21,
355,10,27,
356,8,44,
357,7,39,
358,5,47,
359,4,30,
360,5,15,
361,4,38,
362,10,39,
363,7,49,
364,1,31,
365,6,41,
366,8,21,
367,6,23,
368,6,26,
369,10,27,
370,9,27,
371,9,10,
372,2,22,
373,7,25,
374,9,41,
375,8,25,
376,8,41,
377,2,11,
378,4,28,
379,4,35,
380,10,29,
381,8,33,
382,9,45,
383,7,32,
384,6,45,
385,8,32,
386,5,27,
387,4,26,
388,4,17,
389,2,30,
390,3,44,
391,4,22,
392,5,40,
393,9,47,
394,5,48,
395,4,16,
396,4,28,
397,3,33,
398,1,29,
399,3,44,
400,1,27,
401,9,13,
402,3,28,
403,8,50,
404,1,16,
405,5,46,
406,8,40,
407,6,38,
408,1,21,
409,8,26,
410,2,17,
411,8,35,
412,10,14,
413,1,50,
414,3,19,
415,5,46,
416,4,15,
417,9,17,
418,10,36,
419,10,48,
420,9,24,
421,8,34,
422,5,38,
423,7,47,
424,10,29,
425,1,49,
426,2,49,
427,4,23,
428,2,26,
429,4,20,
430,9,21,
431,3,14,
432,7,10,
433,10,38,
434,5,40,
435,4,12,
436,5,28,
437,2,39,
438,5,24,
439,10,50,
440,7,22,
441,9,17,
442,3,24,
443,3,27,
444,1,14,
445,5,20,
446,10,48,
447,8,28,
448,8,17,
449,7,29,
450,9,27,
451,8,44,
452,2,38,
453,1,48,
454,6,37,
455,5,48,
456,2,11,
457,10,24,
458,1,47,
459,10,27,
460,3,12,
461,9,40,
462,5,38,
463,10,21,
464,8,37,
465,8,15,
466,7,32,
467,6,31,
468,3,16,
469,7,31,
470,5,41,
471,9,35,
472,8,12,
473,6,15,
474,6,26,
475,7,17,
476,1,42,
477,8,44,
478,1,36,
479,9,22,
480,10,33,
481,8,41,
482,4,13,
483,9,27,
484,5,18,
485,8,38,
486,1,17,
487,10,50,
488,3,25,
489,9,29,
490,9,10,
491,2,36,
492,2,24,
493,2,39,
494,8,19,
495,9,28,
496,7,27,
497,8,40,
498,8,25,
499,3,45,
500,4,34,
501,9,48,
502,2,18,
503,7,27,
504,9,31,
505,1,27,
506,5,28,
507,10,47,
508,3,41,
509,9,38,
510,6,40,
511,9,31,
512,7,44,
513,6,39,
514,4,22,
515,7,46,
516,7,24,
517,6,12,
518,7,40,
519,3,34,
520,1,41,
521,9,18,
522,6,47,
523,8,16,
524,9,16,
525,1,39,
526,7,19,
527,2,19,
528,5,40,
529,10,31,
530,2,35,
531,9,31,
532,6,34,
533,8,50,
534,1,44,
535,2,49,
536,5,25,
537,2,24,
538,2,37,
539,2,50,
540,3,38,
541,1,29,
542,6,12,
543,5,13,
544,6,32,
545,3,37,
546,9,25,
547,10,36,
548,3,21,
549,2,21,
550,7,49,
551,4,49,
552,10,41,
553,4,19,
554,5,39,
555,5,39,
556,8,10,
557,9,28,
558,2,20,
559,6,38,
560,5,47,
561,7,50,
562,8,26,
563,4,29,
564,8,34,
565,4,16,
566,10,34,
567,10,32,
568,5,28,
569,7,11,
570,1,27,
571,1,46,
572,8,48,
573,4,28,
574,6,48,
575,4,24,
576,5,49,
577,2,18,
578,1,50,
579,8,29,
580,10,12,
581,3,33,
582,5,15,
583,7,30,
584,4,21,
585,9,18,
586,9,33,
587,5,42,
588,5,20,
589,5,40,
590,2,31,
591,2,39,
592,4,19,
593,9,35,
594,2,33,
595,1,35,
596,9,26,
597,8,17,
598,5,33,
599,7,47,
600,6,50,
601,4,16,
602,1,40,
603,9,49,
604,10,30,
605,2,24,
606,8,50,
607,7,29,
608,3,17,
609,1,12,
610,8,29,
611,2,17,
612,9,25,
613,7,18,
614,6,39,
615,7,44,
616,3,47,
617,2,36,
618,10,41,
619,5,36,
620,6,12,
621,8,23,
622,4,38,
623,2,33,
624,9,33,
625,1,32,
626,5,35,
627,2,22,
628,2,39,
629,10,23,
630,1,11,
631,4,31,
632,10,18,
633,2,23,
634,4,45,
635,4,47,
636,6,24,
637,10,19,
638,5,10,
639,3,19,
640,5,44,
641,2,21,
642,3,11,
643,6,10,
644,10,25,
645,1,30,
646,5,21,
647,3,13,
648,9,36,
649,2,17,
650,8,40,
651,9,33,
652,2,47,
653,9,38,
654,10,24,
655,9,12,
656,8,29,
657,1,11,
658,7,40,
659,2,37,
660,8,41,
661,2,14,
662,10,30,
663,2,19,
664,5,18,
665,10,49,
666,6,45,
667,10,34,
668,5,43,
669,9,39,
670,7,48,
671,2,16,
672,4,45,
673,8,37,
674,7,24,
675,8,31,
676,7,35,
677,6,16,
678,6,37,
679,6,26,
680,8,19,
681,2,14,
682,2,15,
683,2,37,
684,3,33,
685,1,45,
686,9,47,
687,6,45,
688,7,17,
689,7,32,
690,5,13,
691,5,48,
692,2,32,
693,9,46,
694,3,23,
695,4,40,
696,6,16,
697,6,45,
698,5,17,
699,4,46,
700,9,37,
701,10,49,
702,1,45,
703,5,48,
704,3,11,
705,5,27,
706,6,31,
707,3,10,
708,10,19,
709,2,35,
710,1,19,
711,9,15,
712,7,23,
713,8,36,
714,3,31,
715,5,33,
716,10,30,
717,2,48,
718,3,13,
719,10,20,
720,2,13,
721,8,27,
722,8,37,
723,8,48,
724,5,36,
725,9,23,
726,6,17,
727,2,37,
728,10,28,
729,9,41,
730,1,29,
731,7,24,
732,1,48,
733,4,10,
734,4,29,
735,5,18,
736,6,28,
737,1,17,
738,7,41,
739,3,21,
740,9,34,
741,9,24,
742,6,45,
743,7,14,
744,7,12,
745,8,11,
746,6,14,
747,7,46,
748,7,46,
749,7,50,
750,2,28,
751,1,35,
752,3,30,
753,8,49,
754,2,33,
755,2,37,
756,7,25,
757,7,47,
758,2,43,
759,5,35,
760,4,31,
761,3,31,
762,9,14,
763,2,50,
764,9,43,
765,6,22,
766,3,32,
767,2,25,
768,5,19,
769,3,22,
770,3,48,
771,3,14,
772,8,50,
773,10,39,
774,8,47,
775,10,46,
776,6,30,
777,8,19,
778,8,14,
779,5,38,
780,10,27,
781,6,13,
782,2,42,
783,8,29,
784,1,38,
785,6,13,
786,2,28,
787,10,15,
788,9,48,
789,8,34,
790,9,47,
791,8,12,
792,4,46,
793,10,30,
794,9,40,
795,1,19,
796,2,38,
797,2,31,
798,3,42,
799,4,12,
800,8,38,
801,9,43,
802,3,49,
803,6,33,
804,7,28,
805,6,36,
806,1,48,
807,6,50,
808,6,14,
809,9,16,
810,5,34,
811,10,26,
812,6,19,
813,10,15,
814,6,19,
815,7,29,
816,10,18,
817,5,15,
818,7,45,
819,3,31,
820,2,43,
821,9,37,
822,1,33,
823,5,33,
824,4,21,
825,8,31,
826,4,22,
827,3,18,
828,5,14,
829,9,16,
830,9,44,
831,6,12,
832,3,49,
833,7,48,
834,3,19,
835,10,21,
836,8,20,
837,7,12,
838,4,33,
839,10,38,
840,8,28,
841,9,24,
842,5,25,
843,4,40,
844,10,33,
845,8,38,
846,7,28,
847,9,42,
848,3,36,
849,10,22,
850,5,18,
851,8,13,
852,9,33,
853,9,16,
854,5,17,
855,3,15,
856,8,27,
857,3,42,
858,2,37,
859,8,24,
860,1,32,
861,1,36,
862,9,35,
863,4,33,
864,2,34,
865,4,33,
866,6,11,
867,6,16,
868,3,19,
869,5,12,
870,3,40,
871,8,40,
872,1,49,
873,1,15,
874,4,26,
875,9,19,
876,9,48,
877,2,37,
878,4,28,
879,2,29,
880,4,13,
881,10,36,
882,2,39,
883,8,17,
884,9,48,
885,9,11,
886,4,46,
887,5,19,
888,1,37,
889,6,49,
890,10,25,
891,3,36,
892,9,15,
893,2,33,
894,9,43,
895,9,42,
896,1,45,
897,8,34,
898,7,12,
899,5,33,
900,6,11,
901,6,14,
902,2,25,
903,6,47,
904,1,18,
905,9,32,
906,3,31,
907,8,39,
908,3,50,
909,2,18,
910,1,39,
911,4,28,
912,4,12,
913,6,12,
914,9,29,
915,9,35,
916,5,40,
917,4,12,
918,6,28,
919,6,13,
920,2,27,
921,7,33,
922,8,35,
923,6,34,
924,8,21,
925,6,41,
926,5,43,
927,7,15,
928,7,15,
929,3,48,
930,5,44,
931,2,30,
932,6,15,
933,5,28,
934,10,38,
935,3,37,
936,6,38,
937,1,38,
938,10,32,
939,5,37,
940,1,50,
941,7,14,
942,9,33,
943,1,20,
944,10,19,
945,1,38,
946,2,18,
947,6,25,
948,7,33,
949,1,46,
950,3,48,
951,6,38,
952,8,33,
953,10,14,
954,9,18,
955,7,33,
956,5,30,
957,2,25,
958,3,11,
959,9,41,
960,9,34,
961,5,17,
962,8,26,
963,10,23,
964,8,28,
965,2,22,
966,2,18,
967,3,38,
968,2,38,
969,6,30,
970,9,14,
971,5,44,
972,3,29,
973,3,50,
974,9,33,
975,2,24,
976,3,22,
977,8,25,
978,6,11,
979,10,45,
980,8,33,
981,3,45,
982,2,49,
983,5,14,
984,8,35,
985,7,43,
986,10,36,
987,3,14,
988,2,30,
989,8,38,
990,6,43,
991,9,18,
992,10,50,
993,3,21,
994,9,37,
995,2,13,
996,3,43,
997,3,29,
998,6,20,
999,6,24,
1000,5,43,194;4
1001,5,15,512
1002,9,22,383;503;414
1003,3,27,962;404;993;760
1004,5,50,501;315
1005,9,49,602;72;418
1006,9,15,943;127;394;954
1007,10,20,198;781;446
1008,3,47,789;935;769;739
1009,10,20,726;500
1010,6,48,377;713;59
1011,1,46,948;434;753
1012,2,11,489;35
1013,10,12,370;646;723;692
1014,4,26,681
1015,7,46,267;619;466
1016,1,49,150;260;253;616
1017,9,41,678;861;165
1018,5,28,789
1019,4,40,728
1020,5,35,407;723;600;997
1021,2,39,530;931;193;897
1022,3,13,849;437
1023,7,38,309;512
1024,8,40,674;907;391;600
1025,6,23,421;770
1026,3,48,745;890;91;111
1027,6,30,795;816;352
1028,7,32,275;766;214;952
1029,6,18,715;315;6
1030,9,42,835;503;1;99
1031,6,16,713
1032,8,25,426;670
1033,5,17,441;174
1034,4,38,190;720
1035,2,19,498;186
1036,5,13,112;461;580
1037,10,34,190;205;60;767
1038,4,36,777;196
1039,6,20,923;892
1040,6,46,641;934
1041,3,22,889;651;170
1042,9,41,87
1043,8,39,283;65
1044,8,29,599;240
1045,2,11,688;778
1046,9,35,62;272
1047,4,39,7;681;596
1048,10,23,42;99;216
1049,1,32,7;384;617
1050,5,13,985;779;272
1051,10,41,484;775;345;618
1052,5,40,379;698
1053,1,44,322;836;245;963
1054,7,16,408;387
1055,5,18,998;364;894
1056,7,33,102;3
1057,1,33,715;411
1058,1,35,909;947;142
1059,9,46,125
1060,6,22,286;973;716;769
1061,5,45,377;462;633;702
1062,7,14,486;527;423
1063,8,42,3;653;980
1064,5,45,329;17;648;368
1065,10,49,992;826;753;333
1066,3,17,239;621;496
1067,7,16,627;813
1068,6,33,438
1069,6,45,964;953;487;674
1070,4,19,926;102;751;394
1071,9,48,199;729
1072,9,35,532;897
1073,1,12,877;733;516
1074,3,12,509
1075,8,31,308;852;689
1076,8,43,895;478;172;917
1077,10,19,118;493
1078,3,42,246;249;216
1079,10,30,966;675
1080,3,30,108;445;732
1081,10,35,951
1082,10,29,924;392;784;287
1083,9,31,263;681
1084,9,42,919;686
1085,10,41,139;944
1086,8,29,742;503;92
1087,6,11,340;892;229
1088,2,31,784;946;615;66
1089,10,36,386;932;734
1090,1,29,742;390;669
1091,8,48,575;989;876
1092,10,26,238;228
1093,4,46,297;89
1094,10,13,348;758
1095,3,40,192;762;964
1096,10,43,376;130
1097,3,34,976;389;590;754
1098,1,25,63
1099,2,46,194;867;397
1100,1,22,327;789;373;816
1101,6,38,815;129;532
1102,3,36,604;227;109
1103,4,36,551;872
1104,9,36,148;835
1105,8,49,857;224;511;696
1106,3,13,615;290
1107,4,43,681;869
1108,6,45,719;35;613;327
1109,9,40,705;126
1110,6,34,868;723
1111,8,21,646;848;220
1112,6,44,721;989
1113,6,44,829;341
1114,10,26,733;215
1115,4,40,956;829;230;717
1116,5,25,945;886;794
1117,5,45,499;744
1118,5,24,834;675
1119,4,28,163;22;561;401
1120,6,41,694;484
1121,6,40,775;400;73;540
1122,5,45,289;713;945
1123,2,28,876;561
1124,9,46,134;331
1125,7,34,594;886;824
1126,3,32,957
1127,1,28,468;670;167
1128,2,28,452;712;494
1129,8,32,148;214
1130,8,26,766;200
1131,4,23,9;370;743
1132,5,44,104;694;804;879
1133,5,45,973;437
1134,2,18,172;948;57
1135,10,49,997
1136,4,25,967;53
1137,9,13,527;665
1138,4,24,444;993
1139,2,13,739;413
1140,6,36,121;246
1141,2,40,309;704
1142,1,18,176;668;763
1143,3,45,708;814
1144,8,36,91;796;474
1145,4,40,665;391;281;647
1146,6,28,376;11;122
1147,1,28,124;500
1148,10,15,930;521;230
1149,9,24,586
1150,3,12,491;280;710;763
1151,3,36,607
1152,7,12,495;660
1153,3,41,305;585;128
1154,1,28,65
1155,5,10,882;814;550
1156,10,46,832;717
1157,6,16,569
1158,8,28,802;831;542;500
1159,9,44,857
1160,3,41,730;838;809
1161,8,42,771;212;988
1162,4,27,120;185;882
1163,6,17,184;5;568
1164,8,20,321;125
1165,3,26,588
1166,6,10,165;89
1167,10,28,871;771;35
1168,3,22,127
1169,7,49,372;989;557
1170,9,37,967;673
1171,2,30,307
1172,2,35,968
1173,3,21,801;300;674
1174,6,40,143;590;502
1175,1,25,535;932;360
1176,7,26,522;214;704
1177,8,25,839
1178,6,27,37
1179,10,29,306;876
1180,1,46,980;137;616;565
1181,6,26,367;284
1182,1,25,637;432
1183,8,17,261
1184,3,29,665;925
1185,9,35,467;85
1186,2,29,692;435;962;711
1187,5,50,208;72
1188,10,33,275;648;713
1189,4,24,731;381;577
1190,8,18,840;523;619
1191,8,19,841;157
1192,6,48,806;444
1193,9,36,987;618
1194,9,40,276;127
1195,4,23,700;561;416
1196,2,48,655
1197,8,43,931
1198,6,43,279;149
1199,10,14,231;280;10;100
1200,1,17,992;227
1201,9,45,107;801
1202,10,22,179;539;745;896
1203,3,44,841;826
1204,6,20,541;357
1205,8,43,886;288;564
1206,4,17,101;918
1207,8,47,325
1208,9,15,398;185;353;825
1209,1,38,991;807;544
1210,3,39,903;870;412
1211,7,42,130;265
1212,10,39,525
1213,9,13,673;129;146
1214,5,39,753;273
1215,7,11,742
1216,1,26,379;724;796
1217,10,23,623;428
1218,1,14,187;449;362
1219,6,37,514;293;282
1220,9,14,533;964;735;902
1221,2,13,234;312;650;878
1222,1,40,312
1223,7,28,320;865
1224,3,21,81
1225,6,36,245
1226,8,34,169;589;58;86
1227,7,34,567;951;504
1228,9,15,10;985;971;434
1229,6,18,954;748;139
1230,3,17,527;701
1231,7,44,909;545;714;127
1232,3,43,631;194
1233,1,24,763;7;731;435
1234,5,11,767;353;250
1235,9,39,677;973;942;843
1236,9,37,967;540;700;623
1237,4,34,459
1238,8,25,690;952;903;782
1239,3,32,230;179;76
1240,4,27,136;526
1241,1,17,52;432
1242,10,36,174;382
1243,4,11,346;935;695;255
1244,2,23,871;784;878;120
1245,10,16,494;300
1246,8,12,2;755
1247,1,48,403;222;945
1248,1,25,955;982
1249,8,35,845;914;36
1250,9,24,913;632;868;499
1251,1,23,6
1252,9,18,336;305;362
1253,4,28,358;911
1254,6,46,411;363;9
1255,10,46,503;202
1256,4,30,526
1257,3,29,420;126;935;499
1258,4,43,787
1259,5,36,231;481;404
1260,1,27,373;438
1261,10,45,549;831;275;111
1262,7,21,672;859;449;165
1263,8,45,765;444
1264,6,13,904
1265,9,34,203;113;194;291
1266,7,30,404
1267,3,36,339;922
1268,7,29,682
1269,9,21,490;982
1270,4,40,272;121;431
1271,5,24,507;819
1272,8,19,130;332;769
1273,9,13,902;409;513
1274,7,36,759;863;845
1275,9,45,112;980
1276,7,18,21;129
1277,5,25,512;13
1278,6,23,242;53;694
1279,8,15,439;999;611;755
1280,2,33,491
1281,4,44,497;84
1282,5,13,253;632;156
1283,10,34,191;255;287
1284,1,48,884;269;717
1285,4,14,840;439
1286,9,47,723;801
1287,8,23,717;747;514;625
1288,6,23,875;605
1289,1,29,152;234;123
1290,4,23,39;280
1291,8,17,951;149;436;18
1292,10,25,93;885;52
1293,7,23,537;313
1294,9,25,236;227;344
1295,5,30,62;522
1296,8,34,52;311
1297,6,44,372;287
1298,5,29,728;428;252;327
1299,9,33,186;41;0;53
1300,8,41,329;217;292
1301,8,16,930;621
1302,4,30,189;258
1303,6,33,372;342;311;114
1304,1,36,13
1305,4,46,788;882;133
1306,1,19,759;829
1307,9,26,797;603
1308,10,47,380;243;665
1309,5,36,598;393
1310,4,19,108
1311,4,31,760;616
1312,10,34,600;991
1313,8,25,670;837;195;197
1314,6,45,947;101;76
1315,8,26,633;351;308;742
1316,8,41,779;206
1317,6,20,157;44;130
1318,3,20,563;728
1319,8,44,898;777
1320,9,21,928;573;998;355
1321,9,13,459;644;734;120
1322,2,12,69;494;429;536
1323,1,13,515;809;22;170
1324,3,36,713;990;132
1325,4,50,978;579
1326,3,14,995
1327,4,10,758;834;407
1328,8,42,545;891
1329,1,33,76;169;448
1330,10,49,393;575;798
1331,8,40,621;278
1332,1,11,3;163
1333,9,44,606;713;9
1334,1,36,809;525;466;515
1335,9,11,537;265;310
1336,9,27,303;725;274;565
1337,1,28,229;46
1338,7,42,298;40;654
1339,2,21,904;284
1340,9,16,276;894;809;52
1341,4,19,254;843;215
1342,10,22,1;664;355
1343,5,43,995;377;332
1344,5,32,722
1345,2,35,270;739;136;418
1346,7,33,301;332;58;640
1347,10,39,843;364;224;748
1348,4,25,180;262;994;16
1349,2,29,888;796;961
1350,2,12,108;739;763
1351,7,35,968;669;263
1352,9,34,649;618;564;211
1353,1,40,225;332;275;208
1354,1,50,827;878;770
1355,2,20,456;237
1356,7,41,444;377;151
1357,10,31,95;507;185;470
1358,9,16,883;180
1359,4,12,502;965
1360,10,23,663;288;21
1361,5,40,906;181
1362,2,12,703;622;192;71
1363,9,27,436;251
1364,1,46,660;993
1365,6,21,741;539
1366,4,11,768;827
1367,3,47,102
1368,2,35,21;112
1369,3,29,781;850;659;957
1370,4,46,254
1371,7,46,274;146;961
1372,6,44,13;811;989
1373,3,34,810
1374,9,15,753;837
1375,1,32,724;87
1376,7,16,491;777
1377,2,24,454;835;167
1378,10,31,490;158
1379,10,49,556;708
1380,6,35,556;126
1381,5,11,45
1382,8,38,303;105
1383,6,24,856;425;145
1384,7,45,229
1385,3,37,437
1386,7,47,361;671
1387,10,15,943;900
1388,4,28,703;905;732
1389,2,14,115;503;173;112
1390,3,27,979;978
1391,3,34,78;630
1392,6,34,369;945
1393,2,33,86;917;44;619
1394,1,15,438;543
1395,8,29,185;695
1396,5,33,914;683
1397,3,16,639;837;293
1398,3,15,106;277
1399,8,37,677;377;955;271
1400,9,45,728;817;78;807
1401,7,42,955
1402,1,16,796;671;150;327
1403,6,15,457;738
1404,2,45,999;489;834
1405,10,48,591
1406,7,30,744;285
1407,5,10,330;130
1408,7,36,394;361
1409,9,15,434;492
1410,10,25,423;616;812
1411,3,43,141;821;966
1412,3,34,251;392;428
1413,5,18,551;546;504
1414,5,29,841;235;393
1415,3,41,732
1416,3,14,591;795
1417,5,37,766;224;719
1418,5,36,370
1419,2,40,871
1420,5,33,571
1421,8,25,136;943
1422,10,48,933;357
1423,8,22,869;887
1424,3,16,142;301;471
1425,1,29,873;564
1426,6,35,934;431;248;215
1427,7,49,57;764;141;120
1428,8,31,720;146;386;750
1429,7,31,988
1430,3,48,55;718
1431,6,29,595;75
1432,4,48,608;891
1433,6,40,150;374
1434,7,21,250;78
1435,5,30,851
1436,8,50,153;783;186;481
1437,4,46,766;540;715
1438,7,30,481;421;739;345
1439,7,27,660;711
1440,2,33,113
1441,4,46,902;657
1442,9,47,769
1443,9,21,164;11
1444,8,11,433;696
1445,8,23,465;567;728;849
1446,2,28,585;513
1447,8,36,232;433
1448,5,18,278;996;94;534
1449,5,25,973;128
1450,7,19,410;633;57
1451,2,34,188;842
1452,10,38,572;619;861
1453,10,40,709
1454,9,35,320;668
1455,7,42,847;389;168
1456,1,44,380
1457,9,33,199;276;111
1458,2,48,371;617
1459,4,16,343;28;245
1460,3,32,554;109
1461,1,49,611
1462,7,46,931
1463,7,31,564;206
1464,1,16,33;246;275
1465,5,16,583
1466,9,24,577;809;495
1467,9,43,322
1468,10,47,316
1469,8,24,365
1470,7,33,981;407;512
1471,10,39,769;400
1472,3,42,997;132;719
1473,1,32,339;417;918
1474,2,40,103;514;826
1475,7,28,24;601;815
1476,2,15,600;889
1477,6,19,297;165;155;698
1478,6,29,906;640
1479,4,39,735
1480,8,43,220;826
1481,8,32,144;787;735
1482,8,16,986;513
1483,6,38,746;623;667
1484,5,14,787;349;458
1485,2,12,347;297;368
1486,6,11,962;441;40
1487,3,16,792;699;396;244
1488,9,25,625;621
1489,9,21,156
1490,6,20,509;99;824
1491,7,45,784
1492,4,39,560;888;992;816
1493,3,35,89;510;96
1494,7,21,173;956
1495,1,35,69;286
1496,4,49,361;91;72
1497,10,38,790;471
1498,7,37,484;262
1499,4,10,452;665;946
1500,5,23,126;995
1501,10,14,40;372;879
1502,9,16,418;877
1503,6,21,696;132;451
1504,4,30,865;639
1505,2,39,382;85;698;423
1506,8,26,269;898;896
1507,6,43,43;635;659;58
1508,7,48,250;716;840
1509,7,49,158;873;107
1510,2,47,162;583
1511,6,32,74;228
1512,10,39,473;685
1513,5,21,477
1514,10,49,547;921
1515,3,15,111;87;184;749
1516,2,30,982;944
1517,5,25,443;204
1518,3,17,66;324
1519,3,33,618;497
1520,7,42,759;487
1521,10,36,465;39
1522,10,18,971;481;149
1523,7,34,327;581;32
1524,8,21,792;389;63;958
1525,9,50,808;440;484;218
1526,9,21,888
1527,8,20,776
1528,3,28,276;258;650
1529,6,21,145;70
1530,10,38,83;305
1531,6,13,462;892;429;537
1532,8,10,914;265
1533,4,18,55;94
1534,9,34,438;350;986;771
1535,8,42,203;357
1536,8,36,493;486;548;705
1537,8,36,988;713;447
1538,3,41,709;584
1539,10,15,10;574
1540,4,11,611;203;79
1541,1,28,592;631;148
1542,4,27,843;961
1543,5,44,845;754;750
1544,8,20,154;918
1545,8,46,151;511
1546,9,45,116;811;993;690
1547,10,17,533;739
1548,5,17,461
1549,6,44,877;128;649;460
1550,1,44,592;99;37
1551,9,38,192;430
1552,7,23,792;170;615
1553,4,16,356;214
1554,1,29,995;695;590;978
1555,5,38,833
1556,2,32,309;918
1557,2,38,838;888
1558,4,25,511;664
1559,6,47,423;420;360;848
1560,7,49,535;997;783
1561,10,20,948;180
1562,4,18,382;181
1563,1,23,166;555;446
1564,6,46,865;675
1565,5,44,447;649;290
1566,9,48,960;947;927
1567,6,20,89;825;857;106
1568,5,28,16
1569,5,46,421;106;508
1570,2,42,638;949;557
1571,7,18,454
1572,5,13,825;33;683
1573,3,18,430;216
1574,3,25,465;564
1575,4,30,200;876
1576,8,35,127;359
1577,10,19,935;475;422;929
